city,date,ts,time,expected_high_f,abs_error_f,actual_bucket_probability,modal_bucket,modal_probability,actual_inside_modal,raw_probability_sum
nyc,2026-03-06,1772758800,2026-03-06T01:00:00Z,42.40975609756098,1.4097560975609795,0.3658536585365854,41-42F,0.3658536585365854,True,1.025
nyc,2026-03-06,1772762400,2026-03-06T02:00:00Z,42.60152284263959,1.6015228426395893,0.3350253807106599,41-42F,0.3350253807106599,True,0.9850000000000001
nyc,2026-03-06,1772766000,2026-03-06T03:00:00Z,42.37317073170731,1.3731707317073116,0.4048780487804878,41-42F,0.4048780487804878,True,1.0250000000000001
nyc,2026-03-06,1772769600,2026-03-06T04:00:00Z,42.429292929292934,1.4292929292929344,0.43434343434343436,41-42F,0.43434343434343436,True,0.99
nyc,2026-03-06,1772773200,2026-03-06T05:00:00Z,42.374396135265705,1.3743961352657053,0.41545893719806765,41-42F,0.41545893719806765,True,1.035
nyc,2026-03-06,1772776800,2026-03-06T06:00:00Z,42.492647058823536,1.492647058823536,0.3970588235294118,41-42F,0.3970588235294118,True,1.02
nyc,2026-03-06,1772780400,2026-03-06T07:00:00Z,42.19512195121951,1.1951219512195124,0.43414634146341463,41-42F,0.43414634146341463,True,1.025
nyc,2026-03-06,1772784000,2026-03-06T08:00:00Z,42.211055276381906,1.2110552763819058,0.4321608040201005,41-42F,0.4321608040201005,True,0.995
nyc,2026-03-06,1772787600,2026-03-06T09:00:00Z,42.47549019607843,1.4754901960784323,0.41666666666666663,41-42F,0.41666666666666663,True,1.02
nyc,2026-03-06,1772791200,2026-03-06T10:00:00Z,42.19047619047619,1.1904761904761898,0.4333333333333333,41-42F,0.4333333333333333,True,1.05
nyc,2026-03-06,1772794800,2026-03-06T11:00:00Z,42.383495145631066,1.3834951456310662,0.4223300970873786,41-42F,0.4223300970873786,True,1.03
nyc,2026-03-06,1772798400,2026-03-06T12:00:00Z,42.339622641509436,1.339622641509436,0.4386792452830188,41-42F,0.4386792452830188,True,1.06
nyc,2026-03-06,1772802000,2026-03-06T13:00:00Z,42.19767441860465,1.1976744186046488,0.4418604651162791,41-42F,0.4418604651162791,True,1.075
nyc,2026-03-06,1772805600,2026-03-06T14:00:00Z,42.25,1.25,0.49065420560747663,41-42F,0.49065420560747663,True,1.07
nyc,2026-03-06,1772809200,2026-03-06T15:00:00Z,42.77619047619047,1.7761904761904717,0.42857142857142855,43-44F,0.45238095238095233,False,1.05
nyc,2026-03-06,1772812800,2026-03-06T16:00:00Z,42.68181818181819,1.681818181818187,0.47846889952153115,41-42F,0.47846889952153115,True,1.045
nyc,2026-03-06,1772816400,2026-03-06T17:00:00Z,42.38442211055276,1.3844221105527623,0.5979899497487436,41-42F,0.5979899497487436,True,0.995
nyc,2026-03-06,1772820000,2026-03-06T18:00:00Z,42.07560975609757,1.0756097560975704,0.7365853658536586,41-42F,0.7365853658536586,True,1.025
